GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_4890: Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data","v_CA16_4897: Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data"
4620433.00,CT,Montréal,15.44107,3589,1417,1384,1125,290
4620440.00,CT,L'Île-Dorval,0.19174,5,60,4,x,x
4620450.00,CT,Pointe-Claire,3.75946,7183,3370,3233,2135,1095
4620451.00,CT,Pointe-Claire,3.3254,6731,2831,2755,1995,755
4620452.00,CT,Pointe-Claire,3.15682,7275,2837,2724,1515,1210
4620453.01,CT,Pointe-Claire,1.97508,5212,1963,1909,1670,250
4620453.02,CT,Pointe-Claire,6.69163,4979,1834,1755,1385,360
4620460.00,CT,Beaconsfield,3.58227,5345,1881,1843,1800,60
4620461.00,CT,Beaconsfield,1.87749,2942,1078,1032,925,85
4620462.01,CT,Beaconsfield,2.38125,5085,1930,1886,1590,295
4620462.02,CT,Beaconsfield,3.18492,5952,1939,1901,1660,240
4620470.01,CT,Kirkland,3.51372,7159,2615,2563,2265,295
4620470.03,CT,Kirkland,2.42417,5156,1599,1579,1550,30
4620470.04,CT,Kirkland,1.5748,3642,1226,1215,1200,25
4620470.05,CT,Kirkland,2.12149,4194,1339,1325,1300,20
4620480.00,CT,Baie-D'Urfé,6.03126,3823,1381,1334,1250,85
4620490.00,CT,Sainte-Anne-de-Bellevue,0.68859,2432,1492,1277,420,845
4620491.00,CT,Sainte-Anne-de-Bellevue,9.80481,2526,703,683,635,60
4620500.00,CT,Senneville,7.524,921,375,346,300,40
4620511.01,CT,Montréal,1.45681,3295,1207,1171,995,155
4620511.02,CT,Montréal,1.54183,6209,2422,2253,1020,1255
4620512.02,CT,Montréal,1.46489,4449,1864,1768,1375,390
4620512.03,CT,Montréal,0.68589,2512,1320,1302,750,570
4620512.04,CT,Montréal,1.77,6674,2475,2416,1650,745
4620513.01,CT,Montréal,1.08552,5229,1849,1808,1120,695
4620513.02,CT,Montréal,1.24785,4227,1773,1692,850,835
4620514.01,CT,Montréal,1.98257,6997,2832,2761,1915,850
4620514.02,CT,Montréal,1.87503,6255,2221,2176,1680,490
4620515.01,CT,Montréal,9.111,5975,2040,1946,1560,345
4620515.02,CT,Montréal,0.93207,4551,1529,1511,1065,485
4620515.03,CT,Montréal,0.96656,3328,1212,1170,1005,170
4620515.04,CT,Montréal,0.83472,3655,1341,1293,930,365
4620520.02,CT,Dollard-Des Ormeaux,1.62034,7081,2520,2449,1830,620
4620520.03,CT,Dollard-Des Ormeaux,1.48458,3655,1361,1285,840,430
4620520.04,CT,Dollard-Des Ormeaux,1.06005,4544,1771,1735,930,815
4620521.01,CT,Dollard-Des Ormeaux,0.8407,4819,1963,1911,1325,610
4620521.04,CT,Dollard-Des Ormeaux,1.40219,4983,1814,1743,1400,325
4620521.05,CT,Dollard-Des Ormeaux,1.34697,4882,1492,1471,1255,195
4620521.06,CT,Dollard-Des Ormeaux,2.18908,5029,1876,1848,1585,275
4620521.07,CT,Dollard-Des Ormeaux,2.05871,4291,1269,1261,1155,95
4620522.01,CT,Dollard-Des Ormeaux,1.22541,3557,1336,1318,1100,230
4620522.02,CT,Dollard-Des Ormeaux,1.08672,3595,1409,1381,935,435
4620523.00,CT,Dollard-Des Ormeaux,0.7628,2463,816,808,810,0
4620530.00,CT,Montréal,2.22037,5941,2192,2120,1805,310
4620540.00,CT,Montréal,0.87241,3700,1806,1681,600,1050
4620550.02,CT,Montréal,13.36713,3233,1347,1263,1025,240
4620550.03,CT,Montréal,5.01881,6683,2230,2183,2030,180
4620550.04,CT,Montréal,4.42837,4797,1834,1803,1475,325
4620570.00,CT,Montréal-Est,12.2748,3850,1856,1734,760,975
4620580.01,CT,Montréal,1.17239,4260,1975,1868,1140,720
4620580.02,CT,Montréal,0.80542,3235,1592,1582,1360,220
4620580.03,CT,Montréal,1.08097,3879,1598,1563,1130,430
4620581.01,CT,Montréal,1.31426,5708,2057,2018,1435,620
4620581.02,CT,Montréal,0.66919,3495,1574,1529,835,665
4620582.01,CT,Montréal,1.15766,6465,3154,3019,1475,1545
4620582.02,CT,Montréal,1.26506,6033,2728,2657,1430,1220
4620583.00,CT,Montréal,0.74082,3205,1365,1314,785,535
4620584.00,CT,Montréal,1.59989,7022,3370,3220,1375,1845
4620585.01,CT,Montréal,3.47796,1995,774,767,665,105
4620585.02,CT,Montréal,5.60967,3900,1793,1718,745,980
4620590.01,CT,Montréal,1.49528,5439,2306,2200,955,1260
4620590.02,CT,Montréal,0.3001,3340,1462,1379,345,1020
4620591.01,CT,Montréal,0.48721,2664,1103,1057,615,470
4620591.02,CT,Montréal,0.6851,4158,1708,1644,780,840
4620592.00,CT,Montréal,0.95785,7418,3197,3067,1085,1985
4620593.01,CT,Montréal,1.04227,5087,2830,2772,1740,1035
4620593.02,CT,Montréal,0.48521,4538,2074,1977,590,1390
4620594.01,CT,Montréal,0.40024,2704,1365,1330,255,1075
4620594.02,CT,Montréal,8.01943,7448,3459,3372,1970,1400
4620600.01,CT,Montréal,0.74072,3931,1604,1564,470,1080
4620600.02,CT,Montréal,0.41295,4141,1782,1706,330,1395
4620600.03,CT,Montréal,0.69694,6617,2554,2429,800,1630
4620601.01,CT,Montréal,0.32115,3284,1383,1305,470,850
4620601.02,CT,Montréal,0.4275,4466,2078,1985,740,1230
4620602.01,CT,Montréal,0.53936,3809,1729,1656,580,1085
4620602.02,CT,Montréal,0.6154,2880,1216,1164,305,845
4620603.01,CT,Montréal,0.53276,3615,1555,1444,385,1035
4620603.02,CT,Montréal,0.6244,4072,1805,1671,575,1075
4620603.03,CT,Montréal,0.3558,3532,1388,1276,295,1000
4620604.01,CT,Montréal,0.9331,3241,1187,1138,880,255
4620604.02,CT,Montréal,0.34081,4501,1802,1752,440,1290
4620604.03,CT,Montréal,0.49523,3040,1284,1207,445,770
4620604.04,CT,Montréal,0.76002,3468,1381,1338,410,940
4620604.05,CT,Montréal,0.58985,5229,1921,1865,670,1195
4620605.01,CT,Montréal,1.35067,3491,1659,1585,525,1100
4620605.02,CT,Montréal,0.57806,1998,748,729,600,135
4620605.03,CT,Montréal,1.03068,5911,2491,2355,695,1660
4620605.04,CT,Montréal,1.58368,4907,1985,1915,775,1135
4620605.05,CT,Montréal,0.57434,2172,882,848,460,370
4620610.01,CT,Montréal,0.93398,4536,2086,1963,345,1615
4620610.02,CT,Montréal,0.4617,4558,1885,1764,495,1260
4620610.03,CT,Montréal,0.7856,5297,2306,2198,1045,1160
4620610.04,CT,Montréal,0.19457,3632,1859,1610,70,1550
4620610.05,CT,Montréal,0.38506,4406,2193,1919,225,1685
4620610.06,CT,Montréal,0.34292,2792,1163,1069,260,810
4620610.07,CT,Montréal,0.55037,4301,1718,1621,285,1325
4620611.01,CT,Montréal,0.71187,2822,1232,1134,450,690
4620611.02,CT,Montréal,0.56452,5541,2357,2183,690,1495
4620612.00,CT,Montréal,0.74662,4641,1989,1859,630,1235
4620613.00,CT,Montréal,0.99059,7398,3165,2884,800,2085
4620614.00,CT,Montréal,0.44457,3446,1770,1579,470,1125
4620615.00,CT,Montréal,0.55997,5584,2383,2193,635,1550
4620616.00,CT,Montréal,0.75481,6609,2801,2586,695,1895
4620617.01,CT,Montréal,0.90464,5460,2259,2153,1030,1125
4620617.02,CT,Montréal,0.65735,3926,1712,1632,765,890
4620618.00,CT,Montréal,0.50336,3479,1710,1628,470,1135
4620619.00,CT,Montréal,0.57219,5806,3287,3063,615,2440
4620625.01,CT,Laval,5.12684,6083,2204,2133,1825,335
4620625.02,CT,Laval,1.99729,7541,2584,2549,2205,340
4620626.00,CT,Laval,10.58999,7174,2603,2521,2230,290
4620627.00,CT,Laval,5.13769,6850,2987,2735,1260,1470
4620628.01,CT,Laval,1.76406,4724,2022,1944,1225,700
4620628.02,CT,Laval,0.8167,3753,1614,1580,940,660
4620629.00,CT,Laval,1.18674,3432,1369,1333,1150,175
4620630.01,CT,Laval,1.20607,3697,1324,1305,1245,60
4620630.02,CT,Laval,2.21032,5186,1931,1918,1715,205
4620631.00,CT,Laval,25.02026,7772,2600,2535,2315,200
4620632.01,CT,Laval,1.51822,4964,2032,1992,1440,600
4620632.02,CT,Laval,1.99435,4807,1939,1890,1210,630
4620632.03,CT,Laval,4.20553,5970,1854,1831,1335,495
4620632.04,CT,Laval,1.89817,7175,3075,3012,2085,930
4620633.00,CT,Laval,1.63318,5236,2070,2043,1535,510
4620634.00,CT,Laval,0.81788,2979,1296,1256,805,425
4620635.00,CT,Laval,1.03845,5517,2279,2130,1175,985
4620636.00,CT,Laval,2.23201,7262,3191,3045,1145,1905
4620637.01,CT,Laval,1.58885,4988,1921,1889,1360,515
4620637.02,CT,Laval,1.41587,4214,2173,2120,655,1480
4620638.01,CT,Laval,0.91687,5511,2592,2541,1130,1410
4620638.02,CT,Laval,0.44895,2104,878,848,585,280
4620638.03,CT,Laval,0.67814,4312,1903,1820,665,1140
4620638.04,CT,Laval,0.82282,6331,3168,3003,560,2440
4620639.00,CT,Laval,1.33662,4135,1776,1699,765,965
4620640.00,CT,Laval,0.79685,3958,1812,1713,860,855
4620641.01,CT,Laval,1.35942,8489,3824,3659,1345,2310
4620641.02,CT,Laval,1.28169,3431,1608,1547,1065,450
4620642.00,CT,Laval,9.6312,7369,3142,3041,1665,1375
4620643.01,CT,Laval,3.17468,5540,1923,1872,1520,350
4620643.02,CT,Laval,3.65319,6778,3772,3570,1690,1885
4620643.03,CT,Laval,1.54988,5563,2538,2436,1125,1310
4620644.00,CT,Laval,1.48572,1214,524,499,345,150
4620645.00,CT,Laval,1.52755,6415,2666,2331,740,1590
4620646.01,CT,Laval,0.51922,3618,1589,1443,500,935
4620646.02,CT,Laval,0.62922,3817,1668,1570,805,775
4620646.03,CT,Laval,0.49732,3496,1768,1692,505,1175
4620647.01,CT,Laval,0.30392,3001,1980,1881,1095,820
4620647.02,CT,Laval,1.61566,7426,3659,3171,1735,1400
4620648.00,CT,Laval,1.13207,5229,1949,1871,1310,570
4620649.01,CT,Laval,1.46236,2628,1000,960,640,305
4620649.02,CT,Laval,1.29426,5437,2013,1969,1350,635
4620650.01,CT,Laval,0.76608,4483,1669,1601,975,570
4620650.02,CT,Laval,0.7289,4080,1571,1453,750,760
4620650.04,CT,Laval,1.78046,6851,2770,2656,1280,1390
4620650.05,CT,Laval,0.8692,4276,1523,1466,905,545
4620651.01,CT,Laval,2.15818,6389,2314,2247,1830,420
4620651.02,CT,Laval,5.07305,7658,2458,2421,2280,140
4620652.01,CT,Laval,3.00295,8413,2909,2853,2455,395
4620652.04,CT,Laval,1.2708,4266,1544,1531,1315,220
4620652.06,CT,Laval,2.20704,4035,1498,1459,1305,150
4620652.07,CT,Laval,9.6197,8884,3093,3022,2725,280
4620652.08,CT,Laval,1.48524,5112,1614,1597,1305,290
4620652.09,CT,Laval,1.03777,4265,1304,1293,1020,270
4620653.00,CT,Laval,0.5863,952,372,361,320,25
4620654.00,CT,Laval,1.69435,744,284,266,240,20
4620655.01,CT,Laval,1.45051,4206,1754,1706,1345,385
4620655.02,CT,Laval,2.48341,6656,2536,2489,2015,475
4620656.01,CT,Laval,6.1505,7171,2518,2472,2055,415
4620656.03,CT,Laval,3.79775,3975,1465,1441,1330,130
4620656.04,CT,Laval,2.04847,7212,2316,2295,2130,170
4620657.01,CT,Laval,1.89661,3695,1515,1489,1165,310
4620657.02,CT,Laval,1.54047,5805,2156,2143,1760,395
4620657.03,CT,Laval,1.78403,4511,1438,1432,1310,100
4620658.01,CT,Laval,1.24275,4306,1721,1714,1455,280
4620658.02,CT,Laval,0.90572,3173,1218,1206,1115,65
4620658.03,CT,Laval,5.67265,8117,3034,2980,2570,405
4620659.04,CT,Laval,6.0357,4621,1506,1489,1460,35
4620659.05,CT,Laval,2.3698,7458,2763,2741,2350,395
4620659.06,CT,Laval,1.76997,4430,1500,1459,1135,305
4620659.08,CT,Laval,1.3794,6581,2358,2347,1915,400
4620659.09,CT,Laval,0.87289,3518,984,977,960,50
4620659.10,CT,Laval,1.08885,3546,1013,1012,1000,0
4620659.11,CT,Laval,2.4338,6572,2621,2549,1595,955
4620660.01,CT,Laval,2.00375,5498,1818,1812,1715,95
4620660.02,CT,Laval,1.41152,5503,2187,2133,1565,565
4620660.03,CT,Laval,2.07366,7167,2623,2603,2270,335
4620661.01,CT,Laval,5.67069,9616,3594,3545,3015,545
4620661.03,CT,Laval,19.31661,4556,1563,1526,1400,125
4620661.04,CT,Laval,0.96601,4627,1819,1788,1400,385
4620662.00,CT,Laval,28.92449,4939,1923,1857,1635,190
4620675.00,CT,Repentigny,3.81686,6009,3356,3195,1825,1365
4620676.01,CT,Repentigny,1.53994,3542,1413,1382,1100,290
4620676.02,CT,Repentigny,1.30662,2843,1136,1127,1070,50
4620676.03,CT,Repentigny,1.17033,2407,928,923,900,25
4620676.04,CT,Repentigny,1.68807,3275,1182,1172,1135,40
4620677.01,CT,Repentigny,2.27076,6141,2590,2548,1695,855
4620677.02,CT,Repentigny,2.18311,5224,2641,2590,1250,1340
4620677.05,CT,Repentigny,2.08975,4864,1638,1616,1580,30
4620677.06,CT,Repentigny,2.82416,8429,2761,2740,2500,240
4620677.07,CT,Repentigny,1.01023,3927,1625,1612,1155,450
4620677.08,CT,Repentigny,2.49626,7440,2794,2763,2445,330
4620677.09,CT,Repentigny,1.26013,4275,1651,1637,1360,285
4620677.10,CT,Repentigny,1.37425,4496,1753,1713,1505,200
4620681.00,CT,Saint-Sulpice,36.39451,3439,1494,1435,1110,315
4620682.02,CT,Repentigny,12.11357,2506,1104,1077,645,415
4620682.03,CT,Repentigny,21.49606,7686,3073,3029,2355,655
4620682.04,CT,Repentigny,1.15407,3402,1399,1378,1055,335
4620682.05,CT,Repentigny,0.77041,2997,1146,1141,955,160
4620682.06,CT,Repentigny,1.7031,4822,1686,1678,1590,110
4620683.00,CT,Charlemagne,2.31584,5913,2962,2878,1605,1275
4620684.03,CT,Terrebonne,17.10366,8919,3458,3380,3115,270
4620684.05,CT,Terrebonne,3.96845,5468,2023,1999,1770,225
4620684.08,CT,Terrebonne,2.76736,5750,1936,1914,1770,125
4620684.09,CT,Terrebonne,10.7174,3425,1233,1223,1080,160
4620684.10,CT,Terrebonne,4.09876,4029,1581,1559,1150,415
4620684.11,CT,Terrebonne,3.65483,4502,1783,1761,1240,510
4620685.02,CT,Mascouche,56.81471,4242,1658,1620,1300,285
4620685.03,CT,Mascouche,7.71336,5881,2924,2780,2075,715
4620685.04,CT,Mascouche,0.90339,3105,1118,1112,1035,65
4620685.05,CT,Mascouche,2.83185,4504,1762,1727,1240,510
4620685.07,CT,Mascouche,3.56085,5645,1957,1947,1675,290
4620685.08,CT,Mascouche,3.55727,10087,3951,3888,2770,1105
4620686.01,CT,Mascouche,26.26742,5795,2154,2087,1795,295
4620686.02,CT,Mascouche,3.96126,4088,1531,1495,1275,200
4620686.03,CT,Mascouche,2.0298,3345,1267,1244,1060,205
4620687.01,CT,Terrebonne,3.15539,4473,1682,1678,1390,275
4620687.03,CT,Terrebonne,15.78604,10304,3551,3447,3095,355
4620687.04,CT,Terrebonne,1.73836,4959,1849,1842,1475,375
4620687.06,CT,Terrebonne,2.63425,5347,2208,2182,1450,740
4620687.07,CT,Terrebonne,1.99035,5773,2112,2094,1965,130
4620687.09,CT,Terrebonne,20.61852,3536,1315,1294,1105,175
4620687.10,CT,Terrebonne,21.99644,8797,3013,2953,2670,290
4620688.02,CT,Sainte-Anne-des-Plaines,89.9512,3610,1226,1175,925,205
4620688.03,CT,Sainte-Anne-des-Plaines,2.03047,5221,2136,2041,1440,650
4620688.04,CT,Sainte-Anne-des-Plaines,1.79567,5590,2078,2047,1560,460
4620689.01,CT,Terrebonne,2.74193,6791,2518,2461,2130,330
4620689.02,CT,Terrebonne,1.56873,3678,1342,1308,1110,200
4620689.03,CT,Terrebonne,3.65537,8135,2925,2856,2295,560
4620689.04,CT,Terrebonne,31.77906,5637,2045,2005,1635,365
4620690.00,CT,Lavaltrie,65.92571,7383,2999,2905,2295,605
4620691.00,CT,Lavaltrie,2.76391,6274,2508,2446,1945,505
4620692.00,CT,L'Assomption,65.06619,9286,3534,3465,2785,660
4620693.00,CT,L'Assomption,2.2553,5248,2509,2435,1080,1355
4620694.00,CT,L'Assomption,33.5009,7895,2889,2836,2570,255
4620700.01,CT,Terrebonne,1.3219,4737,2457,2335,890,1415
4620700.03,CT,Terrebonne,1.54108,2791,1274,1258,670,595
4620700.04,CT,Terrebonne,1.55315,4524,2317,2252,1125,1150
4620701.01,CT,Bois-des-Filion,1.73095,3354,1377,1347,1105,265
4620701.02,CT,Bois-des-Filion,2.65812,6282,2730,2672,1905,745
4620702.01,CT,Lorraine,2.02492,2544,999,970,950,45
4620702.02,CT,Lorraine,3.88405,6808,2382,2356,2250,90
4620703.02,CT,Rosemère,4.44265,3796,1590,1540,1280,275
4620703.03,CT,Rosemère,3.10563,4456,1672,1650,1385,255
4620703.04,CT,Rosemère,3.24324,5706,1919,1906,1825,85
4620704.01,CT,Boisbriand,1.76269,4717,2367,2296,1020,1285
4620704.04,CT,Boisbriand,1.79452,4468,1670,1661,1485,160
4620704.05,CT,Boisbriand,4.88192,6239,2339,2320,1830,490
4620704.06,CT,Boisbriand,2.31017,1796,733,705,590,120
4620704.08,CT,Boisbriand,14.58155,5147,1498,1442,880,525
4620704.09,CT,Boisbriand,2.4713,4517,1930,1864,1215,685
4620705.01,CT,Sainte-Thérèse,1.5821,3370,1240,1234,1220,25
4620705.02,CT,Sainte-Thérèse,1.92039,5213,2387,2358,1055,1295
4620706.00,CT,Sainte-Thérèse,1.37,3838,2283,2194,720,1440
4620707.00,CT,Sainte-Thérèse,1.8546,4656,2251,2100,720,1410
4620708.01,CT,Sainte-Thérèse,1.20994,4725,2352,2281,895,1345
4620708.02,CT,Sainte-Thérèse,1.54876,4187,2053,2003,1310,735
4620709.01,CT,Blainville,3.70366,8428,3401,3296,2695,600
4620709.02,CT,Blainville,2.40264,6320,2647,2601,1720,880
4620710.03,CT,Blainville,3.09333,8771,3373,3294,2525,770
4620710.05,CT,Blainville,32.58851,7469,2444,2383,2235,160
4620710.06,CT,Blainville,2.09254,3533,1293,1288,1155,115
4620710.07,CT,Blainville,3.38723,4757,1769,1742,1450,305
4620710.08,CT,Blainville,1.23289,4334,1755,1736,1115,605
4620710.09,CT,Blainville,3.52751,5506,1608,1590,1565,25
4620710.10,CT,Blainville,2.52151,5002,1669,1635,1405,250
4620710.11,CT,Blainville,0.91529,2743,1047,1035,815,205
4620725.03,CT,Saint-Eustache,1.5585,3620,1466,1451,1120,350
4620725.04,CT,Saint-Eustache,2.85868,3236,1364,1334,1110,220
4620725.06,CT,Saint-Eustache,52.82474,1637,665,644,455,120
4620725.07,CT,Saint-Eustache,1.45002,6352,2219,2207,2010,200
4620725.09,CT,Saint-Eustache,2.19623,3783,1188,1186,1150,35
4620725.10,CT,Saint-Eustache,3.21732,4957,2039,2014,1700,315
4620726.01,CT,Saint-Eustache,1.87009,6281,2995,2867,1730,1130
4620726.03,CT,Saint-Eustache,1.26076,4902,2303,2247,1125,1140
4620726.04,CT,Saint-Eustache,0.79533,1873,702,698,670,25
4620727.01,CT,Saint-Eustache,1.12411,3295,1750,1689,645,1040
4620727.02,CT,Saint-Eustache,1.55419,4072,2051,2010,1040,970
4620728.01,CT,Deux-Montagnes,1.75961,6688,2586,2563,1905,655
4620728.02,CT,Deux-Montagnes,1.91924,4383,1782,1735,1270,455
4620728.03,CT,Deux-Montagnes,0.91551,2635,1014,1004,905,110
4620729.00,CT,Deux-Montagnes,1.49341,3790,1858,1791,1030,760
4620730.01,CT,Sainte-Marthe-sur-le-Lac,5.80775,11350,4205,4169,3825,340
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.12364,6724,2736,2701,2470,230
4620731.00,CT,Pointe-Calumet,5.06188,6428,2696,2618,2020,600
4620732.01,CT,Saint-Joseph-du-Lac,41.58385,6687,2608,2527,2020,460
4620732.03,CT,Oka,11.85842,0,0,0,x,x
4620732.04,CT,Oka,57.78632,3824,1636,1563,1270,250
4620733.01,CT,Mirabel,231.56372,4160,1727,1645,1140,365
4620733.02,CT,Saint-Placide,42.96025,1686,865,730,515,205
4620734.03,CT,Mirabel,5.31504,5907,2107,2067,1615,420
4620734.04,CT,Mirabel,23.97865,3662,1633,1492,1075,385
4620734.05,CT,Mirabel,32.28426,7337,2827,2728,2110,620
4620734.06,CT,Mirabel,2.21602,5082,1939,1905,1385,505
4620734.07,CT,Mirabel,129.28175,9098,3708,3554,2450,1080
4620735.01,CT,Mirabel,52.5909,6642,2888,2800,1705,1075
4620735.02,CT,Mirabel,8.9403,8625,3566,3440,2160,1275
4620740.01,CT,Gore,97.13293,1904,1542,904,800,100
4620740.03,CT,Saint-Colomban,45.56957,7040,2746,2637,2365,245
4620740.04,CT,Saint-Colomban,49.38525,8979,3454,3317,2870,475
4620750.01,CT,Notre-Dame-de-l'Île-Perrot,15.4549,5152,1970,1911,1810,90
4620750.02,CT,Notre-Dame-de-l'Île-Perrot,12.75299,5502,1873,1839,1750,80
4620750.04,CT,Terrasse-Vaudreuil,1.0632,1986,830,809,610,195
4620750.06,CT,L'Île-Perrot,3.52305,5651,2732,2624,1560,1065
4620750.07,CT,L'Île-Perrot,1.95448,5105,2099,2064,1595,470
4620751.01,CT,Pincourt,3.37006,6733,2729,2687,2230,455
4620751.02,CT,Pincourt,3.73563,7825,2827,2784,2585,200
4620755.01,CT,Vaudreuil-Dorion,21.33039,8585,3767,3649,2595,1050
4620755.02,CT,Vaudreuil-Dorion,5.4827,11737,4272,4166,3505,660
4620756.02,CT,Vaudreuil-Dorion,10.86722,954,387,373,320,35
4620756.03,CT,Vaudreuil-Dorion,34.76183,7097,2564,2470,2345,120
4620756.04,CT,Vaudreuil-Dorion,2.78343,6273,2271,2230,1790,435
4620756.05,CT,Vaudreuil-Dorion,2.21484,6419,2832,2744,1790,955
4620757.00,CT,Hudson,21.92909,5185,2386,2241,1925,315
4620758.03,CT,Saint-Lazare,23.8132,4250,1464,1441,1400,35
4620758.04,CT,Saint-Lazare,15.57202,5639,1823,1806,1755,55
4620758.05,CT,Saint-Lazare,7.65549,4403,1492,1475,1355,115
4620758.06,CT,Saint-Lazare,20.07342,5597,2042,2024,1725,300
4620760.00,CT,Les Cèdres,78.2564,6777,2693,2607,2310,285
4620775.00,CT,Léry,10.53563,2318,1052,973,815,160
4620776.00,CT,Beauharnois,8.47664,3389,1579,1524,1210,335
4620777.01,CT,Beauharnois,30.94032,4293,2069,1952,1235,705
4620777.02,CT,Beauharnois,30.41947,5202,2424,2322,1265,1040
4620780.00,CT,Saint-Jérôme,1.49205,3516,1722,1627,850,770
4620781.00,CT,Saint-Jérôme,2.54889,5994,3368,3197,845,2375
4620782.00,CT,Saint-Jérôme,2.47058,3221,1770,1663,615,1020
4620783.00,CT,Saint-Jérôme,5.08096,5626,2699,2539,870,1685
4620784.00,CT,Saint-Jérôme,1.30937,3978,2081,1888,435,1460
4620785.00,CT,Saint-Jérôme,3.61144,4484,2530,2306,900,1395
4620786.00,CT,Saint-Jérôme,3.36122,4476,2150,2071,1225,850
4620787.00,CT,Saint-Jérôme,6.47199,8167,3531,3476,2350,1140
4620788.00,CT,Saint-Jérôme,2.17933,5853,2949,2849,1255,1590
4620789.00,CT,Saint-Jérôme,12.25255,7843,3428,3289,2200,1065
4620790.00,CT,Saint-Jérôme,14.77584,7883,3555,3427,2460,955
4620791.00,CT,Saint-Jérôme,4.57298,9032,3739,3594,2855,740
4620792.00,CT,Saint-Jérôme,31.36892,4273,1794,1716,1490,230
4620800.01,CT,Châteauguay,3.77256,4750,1814,1772,1540,230
4620800.02,CT,Châteauguay,1.65271,5300,2313,2255,1390,865
4620801.00,CT,Châteauguay,2.80077,7263,2987,2875,2045,830
4620802.00,CT,Châteauguay,6.26418,3211,1383,1317,1040,285
4620804.01,CT,Châteauguay,2.61725,7239,3012,2905,2045,855
4620804.02,CT,Châteauguay,10.54739,2175,784,773,645,115
4620805.00,CT,Châteauguay,3.33255,9359,3702,3627,2855,770
4620806.01,CT,Châteauguay,1.65066,3286,1410,1353,860,490
4620806.02,CT,Châteauguay,4.67851,5323,1961,1921,1715,215
4620807.01,CT,Mercier,19.43056,8337,3025,2972,2645,275
4620807.02,CT,Mercier,27.11886,4778,1907,1867,1445,435
4620825.02,CT,Brossard,0.93006,3853,1588,1560,1170,410
4620825.03,CT,Brossard,1.31481,5810,2562,2429,900,1550
4620825.04,CT,Brossard,1.75072,5474,2262,2215,1610,605
4620825.05,CT,Brossard,1.70807,5008,2179,2071,1185,865
4620825.06,CT,Brossard,1.37273,5139,1984,1942,1520,450
4620825.07,CT,Brossard,1.61387,6873,2957,2882,2350,565
4620825.08,CT,Brossard,9.70274,1996,875,848,660,150
4620826.02,CT,Brossard,1.66298,4681,1763,1739,1555,165
4620826.05,CT,Brossard,1.55579,4043,1672,1609,1320,270
4620826.06,CT,Brossard,1.11352,4021,1512,1489,910,600
4620826.07,CT,Brossard,0.82829,4568,1966,1913,1395,520
4620826.08,CT,Brossard,1.2465,3349,1247,1245,1175,60
4620826.09,CT,Brossard,1.32792,3387,1091,1069,1010,70
4620826.10,CT,Brossard,2.03494,6092,2315,2256,1910,345
4620826.11,CT,Brossard,1.05928,4438,1772,1730,940,815
4620826.13,CT,Brossard,1.01806,4070,1351,1348,1260,75
4620826.14,CT,Brossard,14.41076,10063,4004,3816,3225,595
4620827.02,CT,La Prairie,3.45033,7141,3744,3580,1685,1900
4620827.03,CT,La Prairie,4.46288,7430,2827,2805,2555,245
4620827.04,CT,La Prairie,35.99938,9539,3376,3312,2770,540
4620828.03,CT,Candiac,2.95116,5302,2084,2071,1705,400
4620828.04,CT,Candiac,2.95985,3753,1690,1671,1170,470
4620828.05,CT,Candiac,2.9385,5961,2071,2018,1845,175
4620828.06,CT,Candiac,8.4687,6031,2080,2072,1990,85
4620829.00,CT,Delson,7.68967,7457,2950,2887,2325,560
4620830.01,CT,Sainte-Catherine,6.639,7105,2905,2861,1960,900
4620830.03,CT,Sainte-Catherine,1.50241,5705,2228,2202,1820,390
4620830.04,CT,Sainte-Catherine,1.31056,4237,1712,1688,1355,320
4620831.03,CT,Saint-Constant,2.08179,4958,2140,2053,1315,715
4620831.04,CT,Saint-Constant,1.7299,4741,1829,1818,1320,515
4620831.05,CT,Saint-Constant,1.92998,4589,1683,1664,1530,135
4620831.07,CT,Saint-Mathieu,76.6271,2970,1217,1173,985,160
4620831.08,CT,Saint-Constant,4.5252,8030,2852,2813,2535,280
4620831.09,CT,Saint-Constant,1.68232,4227,1456,1450,1295,150
4620832.00,CT,Kahnawake,50.68775,0,0,0,x,x
4620833.00,CT,Saint-Philippe,61.96267,6320,2627,2490,2135,350
4620834.00,CT,Saint-Isidore,52.33263,2608,1047,1026,805,205
4620850.01,CT,Chambly,4.1356,10324,3770,3736,3260,480
4620850.03,CT,Chambly,1.49712,5029,2119,2049,1160,895
4620850.04,CT,Chambly,8.42074,4867,1679,1653,1565,90
4620850.05,CT,Chambly,7.79985,3639,1354,1343,1055,280
4620851.00,CT,Chambly,5.53025,5261,2624,2465,1550,910
4620852.01,CT,Carignan,55.79331,8617,3198,3058,2850,205
4620852.02,CT,Carignan,7.88448,845,374,355,290,65
4620853.02,CT,Saint-Basile-le-Grand,20.74558,5692,2168,2151,1875,275
4620853.03,CT,Saint-Basile-le-Grand,3.07754,5683,2310,2282,1865,420
4620853.04,CT,Saint-Basile-le-Grand,13.01809,5684,1969,1958,1855,105
4620854.01,CT,Saint-Bruno-de-Montarville,2.84213,5619,2015,1997,1855,160
