GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,NHS Non Return Rate,"v_CA11N_2281: Number of owner households in non-farm, non-reserve private dwellings","v_CA11N_2288: Number of tenant households in non-farm, non-reserve private dwellings"
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.152,6654,2693,2620,0.128,2405.0,210.0
4620731.00,CT,Pointe-Calumet,5.06845,6396,2636,2539,0.10099999999999999,2055.0,485.0
4620732.01,CT,Saint-Joseph-du-Lac,41.64298,6195,2325,2268,0.077,1860.0,320.0
4620732.02,CT,Oka,69.65926,3969,1633,1546,0.23399999999999999,1345.0,160.0
4620733.00,CT,Mirabel,275.03412,6046,2539,2317,0.174,1505.0,590.0
4620734.01,CT,Mirabel,131.50243,10343,3997,3814,0.071,2760.0,1000.0
4620734.03,CT,Mirabel,5.2563,5360,1920,1864,0.126,1535.0,325.0
4620734.04,CT,Mirabel,24.0263,3471,1386,1356,0.23600000000000002,965.0,355.0
4620734.05,CT,Mirabel,32.05499,4700,1752,1704,0.225,1320.0,380.0
4620735.01,CT,Mirabel,52.86758,6475,2727,2623,0.146,1630.0,940.0
4620735.02,CT,Mirabel,9.05656,7277,2915,2801,0.17600000000000002,1930.0,875.0
4620740.01,CT,Gore,97.57333,1775,1495,829,0.429,785.0,50.0
4620740.02,CT,Saint-Colomban,94.63757,13080,5227,4945,0.151,4515.0,425.0
4620750.01,CT,Notre-Dame-de-l'Île-Perrot,15.44689,5094,1930,1865,0.20600000000000002,1830.0,40.0
4620750.02,CT,Notre-Dame-de-l'Île-Perrot,12.34196,5526,1838,1812,0.192,1740.0,70.0
4620750.04,CT,Terrasse-Vaudreuil,1.03393,1971,829,815,0.222,580.0,240.0
4620750.05,CT,L'Île-Perrot,5.48629,10503,4701,4558,0.157,3195.0,1365.0
4620751.01,CT,Pincourt,3.40158,6690,2675,2627,0.12300000000000001,2205.0,420.0
4620751.02,CT,Pincourt,4.1382,7615,2645,2615,0.25,2435.0,180.0
4620755.01,CT,Vaudreuil-Dorion,21.30773,7907,3472,3310,0.152,2395.0,915.0
4620755.02,CT,Vaudreuil-Dorion,5.49763,8354,3158,3105,0.16699999999999998,2605.0,505.0
4620756.02,CT,Vaudreuil-Dorion,10.78559,991,354,349,0.301,335.0,15.0
4620756.03,CT,Vaudreuil-Dorion,34.5264,6997,2467,2405,0.19699999999999998,2340.0,65.0
4620756.04,CT,Vaudreuil-Dorion,2.80263,6408,2400,2352,0.20199999999999999,1775.0,570.0
4620756.05,CT,Vaudreuil-Dorion,2.27296,5452,2579,2488,0.24600000000000002,1495.0,995.0
4620757.00,CT,Hudson,21.94766,5135,2229,2125,0.2,1830.0,285.0
4620758.03,CT,Saint-Lazare,23.7567,4086,1398,1360,0.284,1330.0,30.0
4620758.04,CT,Saint-Lazare,15.63668,5337,1691,1671,0.231,1665.0,0.0
4620758.05,CT,Saint-Lazare,7.56179,4324,1438,1413,0.19899999999999998,1280.0,135.0
4620758.06,CT,Saint-Lazare,19.98317,5548,2019,1967,0.182,1715.0,250.0
4620760.00,CT,Les Cèdres,78.39703,6079,2408,2322,0.218,2085.0,220.0
4620775.00,CT,Léry,10.5607,2307,1037,967,0.327,815.0,150.0
4620776.00,CT,Beauharnois,8.48024,2848,1298,1251,0.331,1060.0,215.0
4620777.01,CT,Beauharnois,30.92628,4049,1900,1804,0.36200000000000004,1190.0,590.0
4620777.02,CT,Beauharnois,30.19713,5114,2387,2279,0.424,1200.0,1105.0
4620780.00,CT,Saint-Jérôme,1.46579,3398,1629,1543,0.161,845.0,695.0
4620781.00,CT,Saint-Jérôme,2.60282,5392,3328,3121,0.11199999999999999,790.0,2330.0
4620782.00,CT,Saint-Jérôme,2.53769,3179,1717,1626,0.302,550.0,1080.0
4620783.00,CT,Saint-Jérôme,5.1196,4827,2592,2481,0.175,760.0,1715.0
4620784.00,CT,Saint-Jérôme,1.29363,4058,2112,1947,0.207,360.0,1585.0
4620785.00,CT,Saint-Jérôme,3.64062,4368,2245,2119,0.192,770.0,1355.0
4620786.00,CT,Saint-Jérôme,3.41117,4688,2079,2013,0.141,1215.0,795.0
4620787.00,CT,Saint-Jérôme,6.53943,7081,3081,2997,0.14400000000000002,1930.0,1065.0
4620788.00,CT,Saint-Jérôme,2.1944,5626,2871,2785,0.183,1105.0,1680.0
4620789.00,CT,Saint-Jérôme,12.32869,6844,2895,2813,0.244,1850.0,955.0
4620790.00,CT,Saint-Jérôme,14.82789,6975,3055,2932,0.172,2125.0,805.0
4620791.00,CT,Saint-Jérôme,4.62928,7737,3185,3079,0.165,2465.0,610.0
4620792.00,CT,Saint-Jérôme,31.05527,4283,1745,1655,0.35100000000000003,1395.0,220.0
4620800.01,CT,Châteauguay,3.76194,4548,1774,1715,0.327,1525.0,190.0
4620800.02,CT,Châteauguay,1.6595,5341,2297,2219,0.389,1415.0,805.0
4620801.00,CT,Châteauguay,2.79752,7348,2994,2923,0.221,2120.0,805.0
4620802.00,CT,Châteauguay,6.22548,3432,1369,1321,0.358,1055.0,270.0
4620804.01,CT,Châteauguay,2.63083,6738,2742,2670,0.26,1970.0,700.0
4620804.02,CT,Châteauguay,10.46817,1924,744,708,0.35,620.0,90.0
4620805.00,CT,Châteauguay,3.33852,8454,3313,3238,0.243,2600.0,640.0
4620806.01,CT,Châteauguay,1.62449,3251,1377,1327,0.385,930.0,430.0
4620806.02,CT,Châteauguay,4.74739,4868,1819,1786,0.293,1545.0,210.0
4620807.01,CT,Mercier,19.41453,7832,2886,2809,0.289,2535.0,265.0
4620807.02,CT,Mercier,27.01117,3752,1568,1511,0.319,1120.0,425.0
4620825.01,CT,Brossard,12.83196,12166,5343,5042,0.146,4360.0,680.0
4620825.02,CT,Brossard,0.93715,3884,1598,1564,0.24100000000000002,1165.0,385.0
4620825.03,CT,Brossard,1.32555,5753,2551,2440,0.361,915.0,1525.0
4620825.04,CT,Brossard,1.73163,5379,2266,2196,0.32799999999999996,1810.0,385.0
4620825.05,CT,Brossard,1.73218,5002,2176,2089,0.33899999999999997,1130.0,960.0
4620826.02,CT,Brossard,1.68748,4743,1770,1746,0.254,1620.0,130.0
4620826.05,CT,Brossard,1.53778,4001,1573,1492,0.215,1270.0,225.0
4620826.06,CT,Brossard,1.12956,4056,1520,1476,0.228,885.0,585.0
4620826.07,CT,Brossard,0.85018,4008,1914,1844,0.218,1390.0,455.0
4620826.08,CT,Brossard,1.23269,3410,1245,1231,0.214,1200.0,25.0
4620826.09,CT,Brossard,1.2683,3545,1093,1075,0.255,1000.0,70.0
4620826.10,CT,Brossard,2.03957,6127,2301,2245,0.258,2010.0,230.0
4620826.11,CT,Brossard,1.06384,4140,1845,1795,0.252,980.0,815.0
4620826.13,CT,Brossard,1.03638,4103,1354,1335,0.242,1275.0,60.0
4620826.14,CT,Brossard,14.23196,6277,2453,2379,0.26,2205.0,175.0
4620827.02,CT,La Prairie,3.43644,7310,3735,3575,0.198,1730.0,1845.0
4620827.03,CT,La Prairie,4.348,7100,2417,2401,0.231,2305.0,100.0
4620827.04,CT,La Prairie,35.72606,8947,3194,3126,0.19899999999999998,2700.0,425.0
4620828.03,CT,Candiac,2.91078,5227,2089,2065,0.235,1670.0,395.0
4620828.04,CT,Candiac,2.91953,3649,1689,1640,0.213,1190.0,455.0
4620828.05,CT,Candiac,2.86544,5377,1838,1803,0.278,1725.0,80.0
4620828.06,CT,Candiac,8.90182,5623,1964,1913,0.316,1865.0,45.0
4620829.00,CT,Delson,7.6569,7462,2911,2884,0.278,2240.0,640.0
4620830.01,CT,Sainte-Catherine,6.68121,6941,2881,2820,0.32,1940.0,875.0
4620830.03,CT,Sainte-Catherine,1.51571,5750,2233,2217,0.267,1915.0,300.0
4620830.04,CT,Sainte-Catherine,1.33478,4071,1538,1522,0.20800000000000002,1385.0,140.0
4620831.03,CT,Saint-Constant,2.07433,4450,1799,1760,0.259,1300.0,460.0
4620831.04,CT,Saint-Constant,1.72536,4917,1838,1801,0.306,1330.0,470.0
4620831.05,CT,Saint-Constant,1.90353,4454,1520,1508,0.276,1440.0,70.0
4620831.07,CT,Saint-Mathieu,76.5612,2782,1150,1104,,x,x
4620831.08,CT,Saint-Constant,4.50678,6225,2147,2073,0.311,1865.0,205.0
4620831.09,CT,Saint-Constant,1.67364,4031,1438,1418,0.254,1285.0,105.0
4620832.00,CT,Kahnawake,50.7069,0,0,0,,x,x
4620833.00,CT,Saint-Philippe,62.08134,5495,2129,2103,0.33899999999999997,1910.0,160.0
4620834.00,CT,Saint-Isidore,51.95268,2581,1011,981,,x,x
4620850.01,CT,Chambly,4.18117,8593,3214,3107,0.22699999999999998,2770.0,335.0
4620850.03,CT,Chambly,1.50859,4805,2037,1998,0.214,1080.0,915.0
4620850.04,CT,Chambly,8.36408,3886,1297,1282,0.16,1195.0,50.0
4620850.05,CT,Chambly,7.79736,3530,1309,1289,0.331,1055.0,270.0
4620851.00,CT,Chambly,5.68867,4757,2236,2133,0.28300000000000003,1355.0,780.0
4620852.01,CT,Carignan,55.80158,7207,2548,2485,0.276,2295.0,185.0
4620852.02,CT,Carignan,8.92251,759,350,324,0.397,290.0,25.0
4620853.02,CT,Saint-Basile-le-Grand,20.65537,5613,2108,2090,0.196,1835.0,250.0
4620853.03,CT,Saint-Basile-le-Grand,3.07689,5403,2168,2136,0.29600000000000004,1760.0,375.0
4620853.04,CT,Saint-Basile-le-Grand,13.31479,5720,1959,1952,0.193,1870.0,80.0
4620854.01,CT,Saint-Bruno-de-Montarville,2.81674,5823,2113,2090,0.129,1860.0,230.0
4620854.02,CT,Saint-Bruno-de-Montarville,21.10283,6015,2237,2210,0.14300000000000002,2055.0,155.0
4620855.01,CT,Saint-Bruno-de-Montarville,7.9315,5018,1917,1903,0.16699999999999998,1775.0,120.0
4620855.03,CT,Saint-Bruno-de-Montarville,3.92546,6343,2939,2863,0.19699999999999998,1820.0,1040.0
4620855.04,CT,Saint-Bruno-de-Montarville,8.26236,2908,960,924,0.16699999999999998,915.0,15.0
4620856.00,CT,Longueuil,15.89371,1813,988,806,0.31,485.0,325.0
4620857.01,CT,Longueuil,1.51778,4929,1980,1947,0.267,1445.0,500.0
4620857.02,CT,Longueuil,1.17771,4205,1649,1617,0.266,1140.0,480.0
4620857.06,CT,Longueuil,1.44809,5822,2289,2256,0.23,1785.0,470.0
4620857.07,CT,Longueuil,9.99109,7150,2510,2479,0.239,2140.0,340.0
4620857.08,CT,Longueuil,3.90815,5068,2604,2554,0.281,1725.0,825.0
4620857.09,CT,Longueuil,2.35592,4904,1829,1797,0.19899999999999998,1660.0,135.0
4620857.10,CT,Longueuil,6.48252,4554,1661,1617,0.22399999999999998,1440.0,165.0
4620857.11,CT,Longueuil,2.14276,3190,1268,1250,0.244,1145.0,100.0
4620857.12,CT,Longueuil,1.10112,3759,1439,1415,0.271,1220.0,190.0
4620858.01,CT,Longueuil,1.52315,4602,1752,1736,0.33299999999999996,1605.0,140.0
4620858.02,CT,Longueuil,1.19968,3951,1575,1539,0.419,1095.0,435.0
4620858.04,CT,Longueuil,2.78291,4966,1760,1744,0.222,1635.0,105.0
4620858.05,CT,Longueuil,10.11924,3013,1050,1030,0.228,930.0,115.0
4620859.00,CT,Brossard,0.73955,2679,1097,1050,0.327,800.0,260.0
4620860.01,CT,Longueuil,1.67769,6440,2469,2431,0.29100000000000004,2075.0,350.0
4620860.02,CT,Longueuil,1.19359,4011,1621,1578,0.319,890.0,685.0
4620861.00,CT,Longueuil,1.90634,6518,3362,3211,0.231,1605.0,1610.0
4620862.00,CT,Saint-Lambert,2.25282,6893,3466,3366,0.162,2380.0,985.0
4620863.01,CT,Saint-Lambert,1.38999,3309,1531,1474,0.245,965.0,505.0
4620863.02,CT,Saint-Lambert,1.91908,5956,3149,2955,0.248,1495.0,1460.0
4620864.00,CT,Saint-Lambert,1.99512,5397,2273,2194,0.21100000000000002,1670.0,520.0
4620865.00,CT,Longueuil,0.50466,1871,1076,1023,0.387,330.0,695.0
4620866.00,CT,Longueuil,0.49582,2942,1739,1637,0.373,385.0,1255.0
4620867.00,CT,Longueuil,1.51453,6275,3215,3101,0.247,1260.0,1840.0
4620868.01,CT,Longueuil,1.59335,5685,2273,2229,0.27,1615.0,615.0
4620868.02,CT,Longueuil,1.22971,5539,2511,2403,0.276,950.0,1450.0
4620869.00,CT,Longueuil,1.07711,3248,1199,1193,0.252,830.0,365.0
4620870.01,CT,Longueuil,1.04795,3620,1642,1533,0.318,480.0,1050.0
4620870.02,CT,Longueuil,0.59321,2269,1061,1025,0.406,445.0,585.0
4620871.01,CT,Longueuil,0.72714,3703,1841,1779,0.27899999999999997,630.0,1150.0
4620871.02,CT,Longueuil,0.4712,2044,861,827,0.342,555.0,280.0
4620872.00,CT,Longueuil,1.72579,6062,3033,2879,0.315,890.0,1990.0
4620873.01,CT,Longueuil,0.42265,4206,2049,1883,0.255,210.0,1675.0
4620873.02,CT,Longueuil,0.65603,4144,2287,2117,0.316,315.0,1805.0
4620874.00,CT,Longueuil,0.85991,4833,2373,2224,0.239,715.0,1510.0
4620875.00,CT,Longueuil,0.72302,4630,2624,2383,0.311,685.0,1700.0
4620876.01,CT,Longueuil,0.74493,4116,1761,1626,0.303,410.0,1220.0
4620876.04,CT,Longueuil,2.26222,6492,2298,2263,0.256,2110.0,150.0
4620876.05,CT,Longueuil,4.78155,7541,3357,3262,0.19399999999999998,2335.0,925.0
4620876.06,CT,Longueuil,1.00408,5938,2520,2415,0.22699999999999998,1315.0,1100.0
4620876.07,CT,Longueuil,0.99393,2187,981,907,0.218,615.0,290.0
4620877.01,CT,Longueuil,5.11008,7803,3576,3536,0.16899999999999998,2865.0,670.0
4620877.02,CT,Longueuil,1.49981,5924,2790,2678,0.19,1120.0,1555.0
4620878.00,CT,Longueuil,1.08165,4942,2742,2564,0.212,690.0,1875.0
4620879.01,CT,Longueuil,0.6202,3275,1794,1716,0.392,455.0,1260.0
4620879.02,CT,Longueuil,0.76488,3689,2052,1940,0.272,905.0,1035.0
4620880.00,CT,Longueuil,0.9029,3936,2230,2104,0.313,785.0,1315.0
4620881.01,CT,Longueuil,0.53939,3489,1835,1752,0.34,540.0,1210.0
4620881.02,CT,Longueuil,0.61193,3510,1891,1734,0.359,575.0,1160.0
4620882.00,CT,Longueuil,0.71616,2575,1371,1307,0.35200000000000004,460.0,845.0
4620883.00,CT,Longueuil,0.99139,2432,1306,1184,0.318,465.0,720.0
4620884.01,CT,Longueuil,0.72151,3123,1787,1647,0.35200000000000004,435.0,1210.0
4620884.02,CT,Longueuil,1.91974,6948,4210,4025,0.23199999999999998,1375.0,2645.0
4620885.00,CT,Longueuil,1.61439,4064,2052,1907,0.276,590.0,1315.0
4620886.01,CT,Longueuil,4.39721,3170,1550,1527,0.299,830.0,695.0
4620886.02,CT,Longueuil,2.12772,3065,1283,1256,0.22699999999999998,905.0,350.0
4620886.03,CT,Longueuil,2.12391,3224,1523,1474,0.366,540.0,935.0
4620887.03,CT,Boucherville,11.44747,3762,1347,1338,0.21,1300.0,45.0
4620887.04,CT,Boucherville,1.95817,5184,2373,2318,0.207,1715.0,605.0
4620887.05,CT,Boucherville,1.99002,4855,1893,1879,0.182,1650.0,230.0
4620887.06,CT,Boucherville,1.79543,4613,1697,1685,0.171,1645.0,40.0
4620887.07,CT,Boucherville,9.94915,32,12,11,,x,x
4620888.01,CT,Boucherville,30.50531,2256,943,883,0.276,875.0,0.0
4620888.02,CT,Boucherville,2.34664,5764,2094,2083,0.209,2050.0,35.0
4620888.03,CT,Boucherville,2.12696,4133,1633,1589,0.187,1525.0,65.0
4620889.01,CT,Boucherville,1.39435,2623,1288,1253,0.27,580.0,670.0
4620889.02,CT,Boucherville,4.01683,2772,1216,1195,0.23399999999999999,950.0,235.0
4620889.03,CT,Boucherville,3.34048,4759,2025,2002,0.226,1695.0,315.0
4620900.00,CT,Beloeil,2.63101,4536,2017,1981,0.308,1270.0,710.0
4620901.01,CT,Beloeil,2.5123,4955,2273,2228,0.313,1345.0,880.0
4620901.02,CT,Beloeil,1.79487,4388,1753,1721,0.207,1470.0,255.0
4620901.03,CT,Beloeil,18.3156,6904,2554,2457,0.20600000000000002,2350.0,100.0
4620902.00,CT,McMasterville,3.3976,5615,2261,2211,0.23399999999999999,1485.0,730.0
4620903.01,CT,Sainte-Julie,10.05779,7456,2880,2829,0.22899999999999998,2115.0,715.0
4620903.04,CT,Sainte-Julie,1.41388,4211,1580,1567,0.281,1320.0,240.0
4620903.05,CT,Sainte-Julie,1.14022,3739,1409,1385,0.217,1300.0,100.0
4620903.07,CT,Saint-Mathieu-de-Beloeil,70.55322,4600,1630,1606,0.294,1490.0,90.0
4620903.08,CT,Sainte-Julie,0.74706,2838,1039,1026,0.27399999999999997,755.0,245.0
4620903.09,CT,Saint-Amable,13.80049,5316,2056,1993,0.331,1640.0,355.0
4620903.10,CT,Saint-Amable,22.94749,5554,2066,1999,0.205,1625.0,370.0
4620903.11,CT,Sainte-Julie,3.76649,3943,1272,1261,0.182,1110.0,140.0
4620903.12,CT,Sainte-Julie,2.03834,5941,2017,2005,0.215,1940.0,70.0
4620904.02,CT,Varennes,17.12759,4242,1839,1786,0.358,1150.0,625.0
4620904.03,CT,Varennes,71.66361,4952,1869,1838,0.257,1465.0,360.0
4620904.04,CT,Varennes,1.35111,3681,1287,1284,0.18100000000000002,1180.0,100.0
4620904.05,CT,Varennes,1.35434,3871,1601,1588,0.266,1215.0,375.0
4620904.06,CT,Varennes,1.17941,4248,1405,1398,0.201,1375.0,20.0
4620926.01,CT,Richelieu,32.53324,5467,2268,2205,0.28600000000000003,1415.0,775.0
4620926.02,CT,Saint-Mathias-sur-Richelieu,50.13108,4618,1911,1865,0.207,1535.0,310.0
4620929.01,CT,Otterburn Park,2.29565,3689,1537,1516,0.207,1305.0,210.0
4620929.02,CT,Otterburn Park,3.33596,4761,1719,1686,0.203,1570.0,115.0
4620930.02,CT,Mont-Saint-Hilaire,16.59068,8686,3780,3621,0.14,2745.0,875.0
4620930.03,CT,Mont-Saint-Hilaire,7.60067,2736,973,950,0.19,925.0,0.0
4620930.04,CT,Mont-Saint-Hilaire,21.50766,6778,2653,2589,0.191,2065.0,520.0
4621000.00,CT,L'Épiphanie,2.34252,5353,2110,2046,0.33899999999999997,1220.0,825.0
4621001.00,CT,L'Épiphanie,54.73949,3296,1307,1212,0.462,1035.0,150.0
4621002.00,CT,Verchères,73.26469,5692,2406,2323,0.244,1840.0,465.0
4621003.00,CT,Coteau-du-Lac,47.54404,6842,2631,2569,0.175,1955.0,595.0
4621004.00,CT,Les Coteaux,11.7169,4568,1931,1833,0.22899999999999998,1370.0,460.0
4621005.00,CT,Saint-Zotique,25.19205,6773,2893,2730,0.311,2120.0,605.0
