GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA01_1670: Owner households in non-farm, non-reserve private dwellings","v_CA01_1666: Tenant households in non-farm, non-reserve private dwellings"
4620440.00,CT,L'Île-Dorval,0.1803,0,58,0,x,x
4620450.00,CT,Pointe-Claire,3.7652,7082,3131,3045,2015,1030
4620451.00,CT,Pointe-Claire,3.325,6559,2531,2475,1970,505
4620452.00,CT,Pointe-Claire,3.1703,6292,2749,2665,1335,1325
4620453.01,CT,Pointe-Claire,1.9808,5309,1851,1835,1620,215
4620453.02,CT,Pointe-Claire,6.6348,4044,1394,1375,1175,195
4620460.00,CT,Beaconsfield,3.5794,5302,1849,1815,1750,60
4620461.00,CT,Beaconsfield,1.8501,2929,1046,1030,985,40
4620462.01,CT,Beaconsfield,2.3699,5265,1902,1880,1530,345
4620462.02,CT,Beaconsfield,3.2098,5814,1869,1825,1530,295
4620470.01,CT,Kirkland,3.5939,7098,2560,2530,2130,395
4620470.03,CT,Kirkland,2.392,4950,1428,1395,1390,0
4620470.04,CT,Kirkland,1.5497,3912,1165,1160,1105,50
4620470.05,CT,Kirkland,2.1114,4474,1263,1250,1210,35
4620480.00,CT,Baie-d'Urfé,6.0281,3813,1365,1325,1230,95
4620490.00,CT,Sainte-Anne-de-Bellevue,0.7131,2471,1360,1245,370,865
4620491.00,CT,Sainte-Anne-de-Bellevue,9.8678,2591,703,685,605,80
4620500.00,CT,Senneville,7.4843,970,371,360,335,25
4620511.00,CT,Pierrefonds,2.9595,9288,3470,3365,1825,1545
4620512.02,CT,Pierrefonds,1.4527,4244,1689,1655,1315,330
4620512.03,CT,Pierrefonds,0.6838,1302,863,845,340,510
4620512.04,CT,Pierrefonds,1.765,6323,2341,2300,1585,700
4620513.01,CT,Pierrefonds,1.106,4362,1520,1500,1035,460
4620513.02,CT,Pierrefonds,1.234,4276,1774,1715,700,1000
4620514.01,CT,Pierrefonds,1.9648,5506,2021,1990,1610,380
4620514.02,CT,Pierrefonds,1.8903,5871,2002,1975,1535,440
4620515.01,CT,Pierrefonds,9.093,3134,1047,1025,740,270
4620515.02,CT,Pierrefonds,0.9514,3462,1248,1235,775,465
4620515.03,CT,Pierrefonds,0.9372,3480,1228,1215,1035,180
4620515.04,CT,Pierrefonds,0.8377,3715,1301,1280,870,405
4620520.02,CT,Dollard-des-Ormeaux,1.7106,7282,2404,2375,1730,640
4620520.03,CT,Dollard-des-Ormeaux,1.4997,4004,1338,1295,855,435
4620520.04,CT,Dollard-des-Ormeaux,1.0701,4612,1757,1730,870,860
4620521.01,CT,Dollard-des-Ormeaux,0.8401,4643,1620,1605,1080,520
4620521.04,CT,Dollard-des-Ormeaux,1.3943,5239,1715,1710,1370,340
4620521.05,CT,Dollard-des-Ormeaux,1.3689,3782,1080,1040,925,100
4620521.06,CT,Dollard-des-Ormeaux,2.171,4060,1209,1190,1145,45
4620521.07,CT,Dollard-des-Ormeaux,2.0715,4554,1228,1210,1100,115
4620522.01,CT,Dollard-des-Ormeaux,1.2447,3945,1337,1315,1055,260
4620522.02,CT,Dollard-des-Ormeaux,1.0749,3539,1250,1235,965,275
4620523.00,CT,Dollard-des-Ormeaux,0.7617,2546,812,800,780,25
4620530.00,CT,Roxboro,2.1974,5642,2024,1995,1690,310
4620540.00,CT,Sainte-Geneviève,0.8535,3278,1537,1485,465,1005
4620550.02,CT,L'Île-Bizard,13.3817,2933,1075,1055,885,175
4620550.03,CT,L'Île-Bizard,5.0875,5907,1918,1885,1650,235
4620550.04,CT,L'Île-Bizard,4.3438,5021,1735,1715,1425,290
4620570.00,CT,Montréal-Est,12.487,3547,1555,1495,605,890
4620580.01,CT,Montréal,1.2205,4266,1755,1720,980,740
4620580.02,CT,Montréal,0.7776,1857,818,805,735,70
4620580.03,CT,Montréal,1.0826,4317,1544,1525,1090,440
4620581.01,CT,Montréal,1.3127,5793,1991,1965,1400,565
4620581.02,CT,Montréal,0.6809,3860,1558,1510,810,700
4620582.01,CT,Montréal,1.1782,6948,3069,2970,1390,1585
4620582.02,CT,Montréal,1.2589,6288,2583,2550,1335,1220
4620583.00,CT,Montréal,0.7515,3413,1335,1300,790,510
4620584.00,CT,Montréal,1.6371,7436,3262,3155,1390,1760
4620585.01,CT,Montréal,3.3653,1675,647,635,535,100
4620585.02,CT,Montréal,5.5763,3665,1594,1535,765,765
4620590.01,CT,Anjou,1.4188,5303,2228,2170,925,1240
4620590.02,CT,Anjou,0.2918,3076,1409,1375,370,1005
4620591.01,CT,Anjou,0.4862,2549,1096,1055,590,460
4620591.02,CT,Anjou,0.6827,3965,1676,1640,780,850
4620592.00,CT,Anjou,0.9761,6821,3128,3060,990,2070
4620593.00,CT,Anjou,1.5047,6739,3552,3440,1455,1990
4620594.01,CT,Anjou,0.3938,2970,1412,1355,255,1095
4620594.02,CT,Anjou,7.9594,6592,3138,3030,1650,1365
4620600.01,CT,Saint-Léonard,0.7493,3722,1598,1545,430,1120
4620600.02,CT,Saint-Léonard,0.4117,3452,1753,1620,375,1240
4620600.03,CT,Saint-Léonard,0.7167,5122,2276,2165,555,1600
4620601.01,CT,Saint-Léonard,0.3159,3046,1306,1260,480,775
4620601.02,CT,Saint-Léonard,0.423,2914,1451,1375,270,1080
4620602.01,CT,Saint-Léonard,0.5455,2971,1345,1280,530,750
4620602.02,CT,Saint-Léonard,0.6203,2838,1197,1150,265,890
4620603.01,CT,Saint-Léonard,0.5251,3724,1651,1540,395,1135
4620603.02,CT,Saint-Léonard,0.619,3548,1478,1410,575,830
4620603.03,CT,Saint-Léonard,0.3549,3533,1362,1275,370,900
4620604.01,CT,Saint-Léonard,0.9136,3070,1156,1105,890,220
4620604.02,CT,Saint-Léonard,0.3222,4301,1749,1655,440,1210
4620604.03,CT,Saint-Léonard,0.4945,3045,1246,1190,435,745
4620604.04,CT,Saint-Léonard,0.7911,3410,1358,1315,380,935
4620604.05,CT,Saint-Léonard,0.5991,3540,1505,1420,355,1065
4620605.01,CT,Saint-Léonard,1.3393,2846,1330,1250,410,835
4620605.02,CT,Saint-Léonard,0.5921,1936,739,720,590,125
4620605.03,CT,Saint-Léonard,1.035,5473,2418,2270,630,1635
4620605.04,CT,Saint-Léonard,1.583,4791,1970,1880,825,1060
4620605.05,CT,Saint-Léonard,0.5666,2322,961,900,440,445
4620610.01,CT,Montréal-Nord,0.9483,4632,2088,1990,415,1570
4620610.02,CT,Montréal-Nord,0.4612,4689,1858,1810,590,1215
4620610.03,CT,Montréal-Nord,0.7845,5507,2530,2460,1120,1330
4620610.04,CT,Montréal-Nord,0.1928,4235,1867,1810,75,1730
4620610.05,CT,Montréal-Nord,0.3791,5060,2071,2000,55,1915
4620610.06,CT,Montréal-Nord,0.3457,2791,1322,1075,325,750
4620610.07,CT,Montréal-Nord,0.5512,4600,2362,2310,315,1985
4620611.01,CT,Montréal-Nord,0.7098,2661,1166,1140,420,725
4620611.02,CT,Montréal-Nord,0.5732,5364,2276,2225,765,1425
4620612.00,CT,Montréal-Nord,0.7551,4180,1781,1745,570,1160
4620613.00,CT,Montréal-Nord,0.9905,6790,2902,2835,815,1995
4620614.00,CT,Montréal-Nord,0.4609,3554,1688,1645,500,1140
4620615.00,CT,Montréal-Nord,0.5634,5170,2214,2145,535,1615
4620616.00,CT,Montréal-Nord,0.7657,6068,2608,2505,725,1780
4620617.01,CT,Montréal-Nord,0.892,5313,2235,2195,1095,1095
4620617.02,CT,Montréal-Nord,0.6519,3738,1607,1560,705,860
4620618.00,CT,Montréal-Nord,0.4992,3222,1580,1530,525,1005
4620619.00,CT,Montréal-Nord,0.5494,6026,3530,3390,495,2895
4620625.01,CT,Laval,5.0244,6119,2062,2030,1680,350
4620625.02,CT,Laval,1.9663,5746,1841,1815,1570,245
4620626.00,CT,Laval,10.5538,3697,1390,1355,1160,195
4620627.00,CT,Laval,5.2384,7001,2882,2815,1280,1530
4620628.01,CT,Laval,1.7584,4397,1905,1860,1080,775
4620628.02,CT,Laval,0.7836,3608,1549,1510,935,575
4620629.00,CT,Laval,1.2119,3313,1316,1295,1120,165
4620630.01,CT,Laval,1.2192,3633,1297,1285,1225,55
4620630.02,CT,Laval,2.2057,5253,1904,1865,1670,195
4620631.00,CT,Laval,24.6168,2496,842,795,730,50
4620632.01,CT,Laval,1.4942,5074,1983,1950,1475,470
4620632.02,CT,Laval,1.9936,4662,1790,1770,1120,650
4620632.03,CT,Laval,4.1363,5256,2125,2100,1280,820
4620632.04,CT,Laval,1.9057,7367,2957,2910,1985,925
4620633.00,CT,Laval,1.6144,5186,2381,2340,1495,840
4620634.00,CT,Laval,0.8295,2983,1257,1225,830,390
4620635.00,CT,Laval,1.0458,5435,2718,2610,1115,1495
4620636.00,CT,Laval,2.231,6184,2621,2565,880,1685
4620637.01,CT,Laval,1.5742,5198,1878,1855,1370,480
4620637.02,CT,Laval,1.433,3603,1844,1770,395,1365
4620638.01,CT,Laval,0.8973,5448,2566,2520,1105,1415
4620638.02,CT,Laval,0.4573,2068,864,845,595,250
4620638.03,CT,Laval,0.676,3999,1788,1740,695,1035
4620638.04,CT,Laval,0.8286,6400,3048,2970,615,2350
4620639.00,CT,Laval,1.3481,3528,1635,1590,675,915
4620640.00,CT,Laval,0.8026,3564,1640,1575,830,745
4620641.01,CT,Laval,1.3434,6792,3374,3305,1305,1995
4620641.02,CT,Laval,1.3179,2121,815,805,715,95
4620642.00,CT,Laval,9.7038,6898,2979,2920,1415,1510
4620643.00,CT,Laval,8.3088,7095,3724,3580,1305,2260
4620644.00,CT,Laval,1.4686,1109,469,460,335,125
4620645.00,CT,Laval,1.5501,5239,2872,2790,705,2080
4620646.01,CT,Laval,0.5181,3511,1453,1430,485,935
4620646.02,CT,Laval,0.6071,3393,1405,1350,650,695
4620646.03,CT,Laval,0.5083,3353,1693,1675,505,1170
4620647.01,CT,Laval,0.2477,2952,1933,1850,885,930
4620647.02,CT,Laval,1.6169,5950,2671,2565,1580,980
4620648.00,CT,Laval,1.1282,5125,1894,1860,1365,485
4620649.01,CT,Laval,1.4892,2816,960,935,650,315
4620649.02,CT,Laval,1.3086,5629,1937,1875,1390,480
4620650.01,CT,Laval,0.7576,4576,1643,1595,1045,545
4620650.02,CT,Laval,0.7254,3907,1421,1370,670,705
4620650.03,CT,Laval,2.6683,5451,1858,1825,1135,690
4620651.01,CT,Laval,2.1519,5859,2004,1990,1625,365
4620651.02,CT,Laval,5.0996,4513,1444,1410,1360,40
4620652.01,CT,Laval,3.04,5723,2076,2050,1590,450
4620652.02,CT,Laval,11.8045,8145,2991,2910,2590,320
4620652.03,CT,Laval,3.7322,8888,3091,3000,2435,565
4620653.00,CT,Laval,0.6666,952,372,365,350,15
4620654.00,CT,Laval,1.631,806,293,280,250,35
4620655.01,CT,Laval,1.4544,3825,1527,1500,1210,295
4620655.02,CT,Laval,2.4832,5958,2162,2120,1790,325
4620656.01,CT,Laval,6.1534,5747,2155,2105,1610,490
4620656.02,CT,Laval,5.7873,6694,2394,2345,2190,155
4620657.01,CT,Laval,1.8831,3330,1305,1285,1005,280
4620657.02,CT,Laval,1.5741,5695,2064,2050,1605,440
4620657.03,CT,Laval,1.7701,3787,1173,1160,1095,65
4620658.01,CT,Laval,1.265,4756,1703,1695,1420,275
4620658.02,CT,Laval,0.8945,3412,1160,1155,1080,75
4620658.03,CT,Laval,5.3012,6491,2387,2350,2050,300
4620659.02,CT,Laval,3.3875,6689,2582,2530,1645,880
4620659.04,CT,Laval,6.2024,2472,868,840,825,15
4620659.05,CT,Laval,2.3873,6625,2286,2270,1945,325
4620659.06,CT,Laval,1.7215,3962,1770,1730,1100,625
4620659.07,CT,Laval,2.2924,6841,2466,2445,2110,325
4620660.01,CT,Laval,2.0001,4511,1470,1410,1360,50
4620660.02,CT,Laval,1.4222,5216,1958,1930,1335,595
4620660.03,CT,Laval,2.5381,6068,2051,1980,1780,195
4620661.01,CT,Laval,5.5731,6953,2438,2410,1985,415
4620661.02,CT,Laval,20.2857,7405,2646,2595,2165,410
4620662.00,CT,Laval,28.7336,4547,1641,1605,1420,170
4620675.00,CT,Repentigny,3.2412,5256,2560,2510,1570,935
4620676.01,CT,Repentigny,1.5197,3546,1387,1360,1150,210
4620676.02,CT,Repentigny,1.1469,3083,1112,1110,1065,35
4620676.03,CT,Repentigny,1.2035,2679,925,920,895,20
4620676.04,CT,Repentigny,1.4703,3455,1156,1145,1095,45
4620677.01,CT,Repentigny,2.265,6450,2565,2540,1660,870
4620677.02,CT,Repentigny,2.2563,5753,2528,2500,1230,1270
4620677.03,CT,Repentigny,2.7727,7080,2460,2405,1985,420
4620677.05,CT,Repentigny,1.8455,5256,1640,1625,1545,80
4620677.06,CT,Repentigny,2.7185,2004,643,610,605,0
4620677.07,CT,Repentigny,1.0373,4501,1609,1600,1165,430
4620677.08,CT,Repentigny,2.4884,5487,1914,1880,1690,195
4620681.00,CT,Saint-Sulpice,36.3606,3343,1266,1200,960,245
4620682.02,CT,Le Gardeur,12.1421,2733,1059,1035,670,365
4620682.03,CT,Le Gardeur,21.654,4315,1565,1510,1215,280
4620682.04,CT,Le Gardeur,1.0868,3805,1322,1310,1095,215
4620682.05,CT,Le Gardeur,0.774,3459,1141,1135,980,160
4620682.06,CT,Le Gardeur,1.6288,3356,1079,1065,1040,25
4620683.00,CT,Charlemagne,2.1641,5662,2420,2375,1285,1085
4620684.03,CT,Lachenaie,17.1407,4554,1473,1450,1375,70
4620684.04,CT,Lachenaie,13.3796,5876,2101,2045,1870,170
4620684.05,CT,Lachenaie,3.93,5035,1687,1655,1520,135
4620684.06,CT,Lachenaie,7.7093,6244,2257,2225,1585,635
4620685.02,CT,Mascouche,56.4245,3771,1364,1330,1090,230
4620685.03,CT,Mascouche,7.794,4044,1479,1465,1135,315
4620685.04,CT,Mascouche,0.8449,3526,1102,1095,1000,105
4620685.05,CT,Mascouche,2.7438,3700,1278,1255,885,365
4620685.06,CT,Mascouche,6.9661,3961,1262,1250,1120,115
4620686.01,CT,Mascouche,25.9091,3545,1256,1225,1110,105
4620686.02,CT,Mascouche,3.9593,3546,1189,1165,1025,140
4620686.03,CT,Mascouche,2.0448,3463,1172,1155,1040,115
4620687.01,CT,Terrebonne,3.1228,4051,1407,1385,1145,240
4620687.02,CT,Terrebonne,42.4473,6766,2357,2280,2000,275
4620687.03,CT,Terrebonne,15.734,3740,1394,1345,1150,195
4620687.04,CT,Terrebonne,1.7595,5340,1828,1800,1380,420
4620687.06,CT,Terrebonne,2.8124,4485,1701,1665,1050,610
4620687.07,CT,Terrebonne,1.8756,6262,1993,1970,1830,140
4620688.01,CT,Sainte-Anne-des-Plaines,3.7082,9885,3403,3305,2380,925
4620688.02,CT,Sainte-Anne-des-Plaines,89.125,3023,879,840,690,100
4620689.01,CT,La Plaine,2.8335,4146,1358,1340,1255,85
4620689.02,CT,La Plaine,1.5993,3188,1032,1010,865,145
4620689.03,CT,La Plaine,3.8187,4169,1388,1345,1135,215
4620689.04,CT,La Plaine,31.958,4170,1408,1370,1090,260
4620690.00,CT,Saint-Antoine-de-Lavaltrie,65.3274,5196,1895,1815,1485,310
4620691.00,CT,Lavaltrie,2.81,5967,2109,2065,1605,460
4620692.00,CT,L'Assomption,64.0091,5884,2034,2000,1700,275
4620693.00,CT,L'Assomption,2.0144,5344,2225,2175,985,1190
4620694.00,CT,L'Assomption,32.9679,4387,1537,1490,1365,120
4620700.01,CT,Terrebonne,1.316,4871,2234,2185,890,1290
4620700.03,CT,Terrebonne,1.5686,2967,1234,1205,670,540
4620700.04,CT,Terrebonne,1.5498,4667,2153,2090,960,1125
4620701.00,CT,Bois-des-Filion,4.081,7712,2891,2810,2155,650
4620702.01,CT,Lorraine,2.1304,2446,821,815,790,20
4620702.02,CT,Lorraine,3.8947,7030,2235,2195,2135,65
4620703.02,CT,Rosemère,4.4477,3847,1486,1415,1210,205
4620703.03,CT,Rosemère,3.0399,3982,1383,1340,1135,195
4620703.04,CT,Rosemère,3.2454,5562,1790,1740,1635,100
4620704.01,CT,Boisbriand,1.8077,4983,2229,2170,850,1310
4620704.03,CT,Boisbriand,16.9811,8301,2647,2590,1730,855
4620704.04,CT,Boisbriand,1.7716,5137,1666,1645,1485,160
4620704.05,CT,Boisbriand,4.9345,6503,2250,2200,1750,450
4620704.06,CT,Boisbriand,2.3758,1805,703,670,545,125
4620705.01,CT,Sainte-Thérèse,1.6102,3780,1234,1225,1210,20
4620705.02,CT,Sainte-Thérèse,1.9557,4783,2245,2180,945,1235
4620706.00,CT,Sainte-Thérèse,1.3621,3150,1672,1615,465,1145
4620707.00,CT,Sainte-Thérèse,1.8586,4455,2207,2125,705,1420
4620708.01,CT,Sainte-Thérèse,1.1921,4838,2184,2090,790,1300
4620708.02,CT,Sainte-Thérèse,1.6082,3263,1337,1300,730,570
4620709.01,CT,Blainville,3.7266,5040,1797,1725,1415,310
4620709.02,CT,Blainville,2.3458,4153,1674,1595,1025,565
4620710.01,CT,Blainville,34.6254,6301,2126,2055,1965,90
4620710.02,CT,Blainville,6.9682,7023,2370,2240,2040,205
4620710.03,CT,Blainville,3.0834,5911,2098,2035,1765,270
4620710.04,CT,Blainville,4.6588,7601,2718,2640,1960,675
4620725.03,CT,Saint-Eustache,1.562,3855,1398,1380,1015,360
4620725.04,CT,Saint-Eustache,2.839,3450,1248,1210,990,220
4620725.05,CT,Saint-Eustache,6.8047,9730,3258,3190,2885,300
4620725.06,CT,Saint-Eustache,51.959,1750,621,600,450,95
4620726.01,CT,Saint-Eustache,1.8731,6648,2681,2625,1535,1090
4620726.03,CT,Saint-Eustache,1.3085,5231,2216,2160,1060,1105
4620726.04,CT,Saint-Eustache,0.7842,2229,698,695,665,35
4620727.01,CT,Saint-Eustache,1.1189,3372,1661,1580,645,935
4620727.02,CT,Saint-Eustache,1.5623,4113,1677,1625,965,665
4620728.01,CT,Deux-Montagnes,1.7496,6646,2432,2375,1740,640
4620728.02,CT,Deux-Montagnes,1.9814,3924,1476,1425,965,455
4620728.03,CT,Deux-Montagnes,0.9237,2741,981,960,845,110
4620729.00,CT,Deux-Montagnes,1.5032,3769,1633,1580,970,610
4620730.01,CT,Sainte-Marthe-sur-le-Lac,6.3678,2750,930,900,780,120
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.152,5992,2330,2230,1970,260
4620731.00,CT,Pointe-Calumet,4.8144,5604,2268,2085,1640,435
4620732.01,CT,Saint-Joseph-du-Lac,41.6442,4882,1704,1660,1360,255
4620732.02,CT,Oka,69.4615,3194,1296,1220,975,195
4620733.00,CT,Mirabel,274.4591,5601,2263,2060,1465,400
4620734.01,CT,Mirabel,131.2017,5242,1975,1890,1460,410
4620734.02,CT,Mirabel,61.3453,7495,2671,2590,2130,425
4620735.01,CT,Mirabel,52.8326,4919,1859,1795,1210,555
4620735.02,CT,Mirabel,9.0566,5610,2086,2055,1285,770
4620740.00,CT,Gore,189.1429,8780,4258,3390,3040,345
4620750.01,CT,Notre-Dame-de-l'Île-Perrot,15.4038,3997,1519,1450,1325,120
4620750.02,CT,Notre-Dame-de-l'Île-Perrot,12.3418,4549,1564,1500,1415,85
4620750.03,CT,L'Île-Perrot,6.4845,11422,4792,4645,2990,1660
4620751.01,CT,Pincourt,3.1984,5330,1991,1960,1600,360
4620751.02,CT,Pincourt,4.3414,4777,1617,1580,1490,80
4620755.00,CT,Vaudreuil-Dorion,26.5167,8379,3676,3500,2190,1305
4620756.02,CT,Vaudreuil-Dorion,10.7853,718,267,255,235,20
4620756.03,CT,Vaudreuil-Dorion,34.1423,4488,1628,1545,1415,115
4620756.04,CT,Vaudreuil-Dorion,2.8039,3800,1438,1380,1040,340
4620756.05,CT,Vaudreuil-Dorion,2.2691,4468,1849,1780,1035,740
4620757.00,CT,Hudson,21.9487,4796,2030,1960,1635,315
4620758.01,CT,Saint-Lazare,39.4429,6468,2122,2080,1965,115
4620758.02,CT,Saint-Lazare,27.4955,6427,2239,2165,1920,240
4620760.00,CT,Les Cèdres,80.0395,5128,1915,1840,1560,270
4620775.00,CT,Léry,10.5304,2378,977,915,745,165
4620776.00,CT,Maple Grove,8.2411,2628,1112,1070,905,165
4620777.00,CT,Melocheville,67.4901,8836,3888,3765,2275,1470
4620780.00,CT,Saint-Jérôme,1.469,3649,1634,1570,855,720
4620781.00,CT,Saint-Jérôme,2.4232,4998,2800,2690,685,2000
4620782.00,CT,Saint-Jérôme,2.5923,3185,1505,1465,470,995
4620783.00,CT,Saint-Jérôme,4.9486,4609,2253,2215,770,1440
4620784.00,CT,Saint-Jérôme,1.2479,3990,2028,1955,480,1475
4620785.00,CT,Saint-Jérôme,3.6507,4152,1921,1870,555,1305
4620786.00,CT,Saint-Antoine,3.3915,5082,2008,1970,1220,750
4620787.00,CT,Saint-Antoine,6.5387,6406,2611,2555,1500,1055
4620788.00,CT,Lafontaine,2.1954,4703,2188,2130,770,1360
4620789.00,CT,Lafontaine,12.1724,4774,1825,1780,1225,555
4620790.00,CT,Bellefeuille,14.6803,4583,1791,1745,1130,615
4620791.00,CT,Bellefeuille,4.5389,5665,2058,2015,1605,410
4620792.00,CT,Bellefeuille,31.0253,3818,1478,1410,1175,220
4620800.01,CT,Châteauguay,3.6129,3600,1347,1325,1150,170
4620800.02,CT,Châteauguay,1.6595,4316,1850,1815,1140,680
4620801.00,CT,Châteauguay,2.6142,7087,2744,2680,1940,735
4620802.00,CT,Châteauguay,5.9,3688,1338,1295,1045,250
4620804.00,CT,Châteauguay,12.6877,7540,2851,2810,2080,730
4620805.00,CT,Châteauguay,3.2226,7035,2729,2655,2005,645
4620806.01,CT,Châteauguay,1.6245,3065,1216,1185,755,425
4620806.02,CT,Châteauguay,4.7474,4672,1607,1595,1390,200
4620807.01,CT,Mercier,19.2553,6013,2066,2030,1770,235
4620807.02,CT,Mercier,26.8474,3429,1260,1225,825,400
4620825.01,CT,Brossard,12.8422,6263,2185,2150,1790,360
4620825.02,CT,Brossard,0.9372,4088,1563,1535,1200,340
4620825.03,CT,Brossard,1.3256,5418,2294,2245,920,1320
4620825.04,CT,Brossard,1.7316,5285,1985,1960,1515,445
4620825.05,CT,Brossard,1.8562,4743,1901,1870,1060,810
4620826.02,CT,Brossard,1.6875,4794,1750,1725,1565,165
4620826.05,CT,Brossard,1.7105,4106,1474,1425,1045,380
4620826.06,CT,Brossard,1.1296,4105,1508,1485,850,620
4620826.07,CT,Brossard,0.9176,3343,1254,1240,1065,170
4620826.08,CT,Brossard,1.2327,3646,1241,1225,1180,50
4620826.09,CT,Brossard,1.3274,3686,1062,1035,920,110
4620826.10,CT,Brossard,2.1214,4225,1305,1265,1170,90
4620826.11,CT,Brossard,1.0638,4392,1830,1810,880,930
4620826.12,CT,Brossard,15.2574,4469,1490,1440,1340,100
4620827.02,CT,La Prairie,3.8397,7255,3428,3345,1470,1870
4620827.03,CT,La Prairie,4.348,7242,2324,2305,2195,110
4620827.04,CT,La Prairie,35.7262,4399,1734,1695,1315,370
4620828.02,CT,Candiac,11.6165,5087,1657,1625,1585,45
4620828.03,CT,Candiac,2.9105,3736,1438,1410,1055,355
4620828.04,CT,Candiac,3.0072,3852,1607,1585,1145,440
4620829.00,CT,Delson,7.1939,7024,2566,2525,1935,585
4620830.01,CT,Sainte-Catherine,7.3699,7111,2644,2590,1795,795
4620830.02,CT,Sainte-Catherine,2.8501,8842,3247,3210,2685,530
4620831.03,CT,Saint-Constant,2.0756,4601,1696,1675,1300,375
4620831.04,CT,Saint-Constant,1.7266,5184,1768,1755,1205,545
4620831.05,CT,Saint-Constant,1.9035,4739,1502,1490,1420,70
4620831.06,CT,Saint-Constant,6.1777,7200,2394,2375,2070,305
4620831.07,CT,Saint-Mathieu,77.0247,2814,1113,1050,870,150
4620832.00,CT,Kahnawake 14,51.4582,0,0,0,x,x
4620833.00,CT,Saint-Philippe,62.2321,3892,1445,1420,1250,165
4620834.00,CT,Saint-Isidore,51.9627,2371,877,850,695,145
4620850.01,CT,Chambly,4.1783,5811,1954,1945,1650,300
4620850.03,CT,Chambly,1.5086,4206,1699,1670,810,860
4620850.04,CT,Chambly,8.3668,2762,889,885,865,15
4620850.05,CT,Chambly,7.7972,2783,953,940,725,215
4620851.00,CT,4620851.00,3.3619,4780,2072,2030,1165,860
4620852.01,CT,Carignan,54.6194,5163,1877,1815,1635,175
4620852.02,CT,Carignan,7.9573,752,316,300,255,50
4620853.02,CT,Saint-Basile-le-Grand,20.125,4041,1545,1515,1345,170
4620853.03,CT,Saint-Basile-le-Grand,3.0769,3473,1209,1200,985,220
4620853.04,CT,Saint-Basile-le-Grand,12.9018,4871,1638,1610,1530,70
4620854.01,CT,Saint-Bruno-de-Montarville,2.8109,5573,1952,1910,1760,145
4620854.02,CT,Saint-Bruno-de-Montarville,20.6955,6040,2090,2035,1875,165
4620855.01,CT,Saint-Bruno-de-Montarville,7.9316,5168,1810,1775,1705,70
4620855.02,CT,Saint-Bruno-de-Montarville,12.1877,7062,3076,2960,1885,1065
4620856.00,CT,Saint-Hubert,15.8938,1724,804,680,360,315
4620857.01,CT,Saint-Hubert,1.5178,4927,1885,1805,1380,425
4620857.02,CT,Saint-Hubert,1.1776,4446,1615,1575,1135,440
4620857.06,CT,Saint-Hubert,1.4482,5888,2164,2060,1545,515
4620857.07,CT,Saint-Hubert,9.991,6207,2077,1985,1750,240
4620857.08,CT,Saint-Hubert,3.9081,3834,1768,1715,1085,635
4620857.09,CT,Saint-Hubert,2.3559,3605,1214,1180,1120,60
4620857.10,CT,Saint-Hubert,6.4827,3772,1288,1255,1085,170
4620857.11,CT,Saint-Hubert,2.1427,3327,1193,1170,1095,70
4620857.12,CT,Saint-Hubert,1.1011,3974,1408,1375,1165,205
4620858.01,CT,Saint-Hubert,1.5232,4775,1680,1630,1530,100
4620858.02,CT,Saint-Hubert,1.1997,4083,1512,1480,1140,335
4620858.03,CT,Saint-Hubert,12.9019,7554,2526,2465,2325,140
4620859.00,CT,Brossard,0.7395,2463,953,935,690,245
4620860.01,CT,Greenfield Park,1.6777,6514,2331,2260,1830,430
4620860.02,CT,Greenfield Park,1.1936,4005,1602,1550,825,720
4620861.00,CT,Greenfield Park,1.9062,6459,3247,3085,1515,1565
4620862.00,CT,Saint-Lambert,2.3863,6877,3689,3500,2280,1225
4620863.01,CT,Saint-Lambert,1.4835,3323,1557,1485,975,510
4620863.02,CT,Saint-Lambert,2.1286,5637,3073,2920,1055,1855
4620864.00,CT,Saint-Lambert,2.1524,5214,2194,2110,1565,545
4620865.00,CT,LeMoyne,0.5046,1712,951,870,275,585
4620866.00,CT,LeMoyne,0.4958,3143,1754,1640,415,1210
4620867.00,CT,Saint-Hubert,1.5145,6312,3035,2910,1075,1825
4620868.01,CT,Saint-Hubert,1.5934,5775,2143,2080,1540,540
4620868.02,CT,Saint-Hubert,1.2298,5709,2417,2325,985,1340
4620869.00,CT,Longueuil,1.0771,3300,1295,1285,825,455
4620870.01,CT,Longueuil,1.0485,4028,1641,1565,530,1035
4620870.02,CT,Longueuil,0.5932,2345,1044,1010,480,525
4620871.01,CT,Longueuil,0.7271,3921,1832,1795,615,1180
4620871.02,CT,Longueuil,0.4718,2109,829,805,540,265
4620872.00,CT,Longueuil,1.7252,6133,2872,2645,920,1690
4620873.01,CT,Longueuil,0.4221,4524,2034,1925,280,1640
4620873.02,CT,Longueuil,0.656,4494,2206,2055,285,1755
4620874.00,CT,Longueuil,0.8599,5049,2323,2230,700,1530
4620875.00,CT,Longueuil,0.723,5066,2608,2510,640,1870
4620876.01,CT,Longueuil,0.7449,4062,1763,1690,405,1285
4620876.03,CT,Longueuil,1.9981,7680,3037,2955,1680,1280
4620876.04,CT,Longueuil,2.3308,5709,1904,1885,1730,155
